Freq.	V(vout)/V(+)
7.20280280280285e+02	(-2.62304883497917e+01dB,-1.67246072371291e+02)
7.21279279279284e+02	(-2.62545513819355e+01dB,-1.67264036847968e+02)
7.22278278278283e+02	(-2.62785811881778e+01dB,-1.67281950552748e+02)
7.23277277277282e+02	(-2.63025778598237e+01dB,-1.67299813702055e+02)
7.24276276276281e+02	(-2.63265414878045e+01dB,-1.67317626511079e+02)
7.25275275275280e+02	(-2.63504721626803e+01dB,-1.67335389193781e+02)
7.26274274274279e+02	(-2.63743699746413e+01dB,-1.67353101962911e+02)
7.27273273273278e+02	(-2.63982350135101e+01dB,-1.67370765030008e+02)
7.28272272272277e+02	(-2.64220673687439e+01dB,-1.67388378605413e+02)
7.29271271271276e+02	(-2.64458671294360e+01dB,-1.67405942898276e+02)
7.30270270270275e+02	(-2.64696343843183e+01dB,-1.67423458116564e+02)
7.31269269269274e+02	(-2.64933692217627e+01dB,-1.67440924467073e+02)
7.32268268268273e+02	(-2.65170717297834e+01dB,-1.67458342155430e+02)
7.33267267267272e+02	(-2.65407419960386e+01dB,-1.67475711386107e+02)
7.34266266266271e+02	(-2.65643801078324e+01dB,-1.67493032362427e+02)
7.35265265265271e+02	(-2.65879861521169e+01dB,-1.67510305286570e+02)
7.36264264264270e+02	(-2.66115602154940e+01dB,-1.67527530359586e+02)
7.37263263263269e+02	(-2.66351023842170e+01dB,-1.67544707781398e+02)
7.38262262262268e+02	(-2.66586127441928e+01dB,-1.67561837750811e+02)
7.39261261261267e+02	(-2.66820913809835e+01dB,-1.67578920465523e+02)
7.40260260260266e+02	(-2.67055383798084e+01dB,-1.67595956122130e+02)
7.41259259259265e+02	(-2.67289538255456e+01dB,-1.67612944916132e+02)
7.42258258258264e+02	(-2.67523378027342e+01dB,-1.67629887041945e+02)
7.43257257257263e+02	(-2.67756903955756e+01dB,-1.67646782692905e+02)
7.44256256256262e+02	(-2.67990116879355e+01dB,-1.67663632061278e+02)
7.45255255255261e+02	(-2.68223017633457e+01dB,-1.67680435338265e+02)
7.46254254254260e+02	(-2.68455607050059e+01dB,-1.67697192714012e+02)
7.47253253253259e+02	(-2.68687885957854e+01dB,-1.67713904377615e+02)
7.48252252252258e+02	(-2.68919855182247e+01dB,-1.67730570517128e+02)
7.49251251251257e+02	(-2.69151515545372e+01dB,-1.67747191319570e+02)
7.50250250250256e+02	(-2.69382867866115e+01dB,-1.67763766970935e+02)
7.51249249249255e+02	(-2.69613912960121e+01dB,-1.67780297656194e+02)
7.52248248248254e+02	(-2.69844651639819e+01dB,-1.67796783559304e+02)
7.53247247247253e+02	(-2.70075084714437e+01dB,-1.67813224863219e+02)
7.54246246246252e+02	(-2.70305212990015e+01dB,-1.67829621749891e+02)
7.55245245245251e+02	(-2.70535037269428e+01dB,-1.67845974400279e+02)
7.56244244244250e+02	(-2.70764558352394e+01dB,-1.67862282994357e+02)
7.57243243243249e+02	(-2.70993777035498e+01dB,-1.67878547711119e+02)
7.58242242242248e+02	(-2.71222694112207e+01dB,-1.67894768728589e+02)
7.59241241241247e+02	(-2.71451310372881e+01dB,-1.67910946223821e+02)
7.60240240240246e+02	(-2.71679626604794e+01dB,-1.67927080372912e+02)
7.61239239239245e+02	(-2.71907643592150e+01dB,-1.67943171351007e+02)
7.62238238238244e+02	(-2.72135362116095e+01dB,-1.67959219332304e+02)
7.63237237237243e+02	(-2.72362782954736e+01dB,-1.67975224490059e+02)
7.64236236236242e+02	(-2.72589906883155e+01dB,-1.67991186996597e+02)
7.65235235235241e+02	(-2.72816734673427e+01dB,-1.68007107023315e+02)
7.66234234234240e+02	(-2.73043267094633e+01dB,-1.68022984740688e+02)
7.67233233233239e+02	(-2.73269504912875e+01dB,-1.68038820318277e+02)
7.68232232232238e+02	(-2.73495448891293e+01dB,-1.68054613924735e+02)
7.69231231231237e+02	(-2.73721099790080e+01dB,-1.68070365727811e+02)
7.70230230230236e+02	(-2.73946458366494e+01dB,-1.68086075894358e+02)
7.71229229229235e+02	(-2.74171525374879e+01dB,-1.68101744590338e+02)
7.72228228228234e+02	(-2.74396301566675e+01dB,-1.68117371980830e+02)
7.73227227227233e+02	(-2.74620787690432e+01dB,-1.68132958230032e+02)
7.74226226226232e+02	(-2.74844984491830e+01dB,-1.68148503501272e+02)
7.75225225225231e+02	(-2.75068892713687e+01dB,-1.68164007957007e+02)
7.76224224224230e+02	(-2.75292513095980e+01dB,-1.68179471758838e+02)
7.77223223223229e+02	(-2.75515846375854e+01dB,-1.68194895067505e+02)
7.78222222222228e+02	(-2.75738893287640e+01dB,-1.68210278042902e+02)
7.79221221221227e+02	(-2.75961654562866e+01dB,-1.68225620844078e+02)
7.80220220220226e+02	(-2.76184130930275e+01dB,-1.68240923629243e+02)
7.81219219219225e+02	(-2.76406323115835e+01dB,-1.68256186555773e+02)
7.82218218218224e+02	(-2.76628231842757e+01dB,-1.68271409780217e+02)
7.83217217217223e+02	(-2.76849857831503e+01dB,-1.68286593458303e+02)
7.84216216216222e+02	(-2.77071201799809e+01dB,-1.68301737744942e+02)
7.85215215215221e+02	(-2.77292264462689e+01dB,-1.68316842794231e+02)
7.86214214214220e+02	(-2.77513046532453e+01dB,-1.68331908759464e+02)
7.87213213213219e+02	(-2.77733548718724e+01dB,-1.68346935793134e+02)
7.88212212212218e+02	(-2.77953771728443e+01dB,-1.68361924046937e+02)
7.89211211211217e+02	(-2.78173716265892e+01dB,-1.68376873671779e+02)
7.90210210210216e+02	(-2.78393383032698e+01dB,-1.68391784817781e+02)
7.91209209209215e+02	(-2.78612772727855e+01dB,-1.68406657634285e+02)
7.92208208208214e+02	(-2.78831886047728e+01dB,-1.68421492269857e+02)
7.93207207207213e+02	(-2.79050723686076e+01dB,-1.68436288872293e+02)
7.94206206206212e+02	(-2.79269286334055e+01dB,-1.68451047588625e+02)
7.95205205205211e+02	(-2.79487574680239e+01dB,-1.68465768565124e+02)
7.96204204204210e+02	(-2.79705589410628e+01dB,-1.68480451947305e+02)
7.97203203203209e+02	(-2.79923331208663e+01dB,-1.68495097879937e+02)
7.98202202202208e+02	(-2.80140800755237e+01dB,-1.68509706507038e+02)
7.99201201201207e+02	(-2.80357998728709e+01dB,-1.68524277971890e+02)
8.00200200200206e+02	(-2.80574925804916e+01dB,-1.68538812417037e+02)
8.01199199199205e+02	(-2.80791582657184e+01dB,-1.68553309984292e+02)
8.02198198198204e+02	(-2.81007969956343e+01dB,-1.68567770814744e+02)
8.03197197197203e+02	(-2.81224088370738e+01dB,-1.68582195048757e+02)
8.04196196196202e+02	(-2.81439938566240e+01dB,-1.68596582825980e+02)
8.05195195195201e+02	(-2.81655521206259e+01dB,-1.68610934285350e+02)
8.06194194194200e+02	(-2.81870836951759e+01dB,-1.68625249565095e+02)
8.07193193193199e+02	(-2.82085886461265e+01dB,-1.68639528802738e+02)
8.08192192192198e+02	(-2.82300670390874e+01dB,-1.68653772135108e+02)
8.09191191191198e+02	(-2.82515189394277e+01dB,-1.68667979698334e+02)
8.10190190190197e+02	(-2.82729444122758e+01dB,-1.68682151627860e+02)
8.11189189189196e+02	(-2.82943435225214e+01dB,-1.68696288058440e+02)
8.12188188188195e+02	(-2.83157163348163e+01dB,-1.68710389124149e+02)
8.13187187187194e+02	(-2.83370629135756e+01dB,-1.68724454958385e+02)
8.14186186186193e+02	(-2.83583833229790e+01dB,-1.68738485693874e+02)
8.15185185185192e+02	(-2.83796776269718e+01dB,-1.68752481462671e+02)
8.16184184184191e+02	(-2.84009458892661e+01dB,-1.68766442396169e+02)
8.17183183183190e+02	(-2.84221881733418e+01dB,-1.68780368625100e+02)
8.18182182182189e+02	(-2.84434045424480e+01dB,-1.68794260279541e+02)
8.19181181181188e+02	(-2.84645950596036e+01dB,-1.68808117488917e+02)
8.20180180180187e+02	(-2.84857597875992e+01dB,-1.68821940382004e+02)
8.21179179179186e+02	(-2.85068987889974e+01dB,-1.68835729086935e+02)
8.22178178178185e+02	(-2.85280121261342e+01dB,-1.68849483731206e+02)
8.23177177177184e+02	(-2.85490998611203e+01dB,-1.68863204441673e+02)
8.24176176176183e+02	(-2.85701620558419e+01dB,-1.68876891344564e+02)
8.25175175175182e+02	(-2.85911987719619e+01dB,-1.68890544565478e+02)
8.26174174174181e+02	(-2.86122100709211e+01dB,-1.68904164229389e+02)
8.27173173173180e+02	(-2.86331960139387e+01dB,-1.68917750460653e+02)
8.28172172172179e+02	(-2.86541566620140e+01dB,-1.68931303383010e+02)
8.29171171171178e+02	(-2.86750920759274e+01dB,-1.68944823119586e+02)
8.30170170170177e+02	(-2.86960023162408e+01dB,-1.68958309792901e+02)
8.31169169169176e+02	(-2.87168874432994e+01dB,-1.68971763524868e+02)
8.32168168168175e+02	(-2.87377475172324e+01dB,-1.68985184436800e+02)
8.33167167167174e+02	(-2.87585825979538e+01dB,-1.68998572649415e+02)
8.34166166166173e+02	(-2.87793927451640e+01dB,-1.69011928282833e+02)
8.35165165165172e+02	(-2.88001780183502e+01dB,-1.69025251456588e+02)
8.36164164164171e+02	(-2.88209384767877e+01dB,-1.69038542289626e+02)
8.37163163163170e+02	(-2.88416741795411e+01dB,-1.69051800900310e+02)
8.38162162162169e+02	(-2.88623851854647e+01dB,-1.69065027406427e+02)
8.39161161161168e+02	(-2.88830715532041e+01dB,-1.69078221925184e+02)
8.40160160160167e+02	(-2.89037333411970e+01dB,-1.69091384573219e+02)
8.41159159159166e+02	(-2.89243706076738e+01dB,-1.69104515466602e+02)
8.42158158158165e+02	(-2.89449834106594e+01dB,-1.69117614720835e+02)
8.43157157157164e+02	(-2.89655718079731e+01dB,-1.69130682450861e+02)
8.44156156156163e+02	(-2.89861358572305e+01dB,-1.69143718771065e+02)
8.45155155155162e+02	(-2.90066756158439e+01dB,-1.69156723795274e+02)
8.46154154154161e+02	(-2.90271911410234e+01dB,-1.69169697636768e+02)
8.47153153153160e+02	(-2.90476824897782e+01dB,-1.69182640408277e+02)
8.48152152152159e+02	(-2.90681497189165e+01dB,-1.69195552221985e+02)
8.49151151151158e+02	(-2.90885928850477e+01dB,-1.69208433189536e+02)
8.50150150150157e+02	(-2.91090120445827e+01dB,-1.69221283422037e+02)
8.51149149149156e+02	(-2.91294072537348e+01dB,-1.69234103030057e+02)
8.52148148148155e+02	(-2.91497785685206e+01dB,-1.69246892123637e+02)
8.53147147147154e+02	(-2.91701260447612e+01dB,-1.69259650812286e+02)
8.54146146146153e+02	(-2.91904497380827e+01dB,-1.69272379204991e+02)
8.55145145145152e+02	(-2.92107497039175e+01dB,-1.69285077410214e+02)
8.56144144144151e+02	(-2.92310259975049e+01dB,-1.69297745535900e+02)
8.57143143143150e+02	(-2.92512786738923e+01dB,-1.69310383689478e+02)
8.58142142142149e+02	(-2.92715077879356e+01dB,-1.69322991977863e+02)
8.59141141141148e+02	(-2.92917133943006e+01dB,-1.69335570507460e+02)
8.60140140140147e+02	(-2.93118955474635e+01dB,-1.69348119384170e+02)
8.61139139139146e+02	(-2.93320543017120e+01dB,-1.69360638713387e+02)
8.62138138138145e+02	(-2.93521897111460e+01dB,-1.69373128600007e+02)
8.63137137137144e+02	(-2.93723018296788e+01dB,-1.69385589148427e+02)
8.64136136136143e+02	(-2.93923907110373e+01dB,-1.69398020462550e+02)
8.65135135135142e+02	(-2.94124564087635e+01dB,-1.69410422645786e+02)
8.66134134134141e+02	(-2.94324989762151e+01dB,-1.69422795801058e+02)
8.67133133133140e+02	(-2.94525184665662e+01dB,-1.69435140030801e+02)
8.68132132132139e+02	(-2.94725149328084e+01dB,-1.69447455436968e+02)
8.69131131131138e+02	(-2.94924884277516e+01dB,-1.69459742121031e+02)
8.70130130130137e+02	(-2.95124390040243e+01dB,-1.69472000183987e+02)
8.71129129129136e+02	(-2.95323667140753e+01dB,-1.69484229726356e+02)
8.72128128128135e+02	(-2.95522716101740e+01dB,-1.69496430848186e+02)
8.73127127127134e+02	(-2.95721537444111e+01dB,-1.69508603649057e+02)
8.74126126126133e+02	(-2.95920131686997e+01dB,-1.69520748228084e+02)
8.75125125125132e+02	(-2.96118499347759e+01dB,-1.69532864683915e+02)
8.76124124124131e+02	(-2.96316640942000e+01dB,-1.69544953114740e+02)
8.77123123123130e+02	(-2.96514556983567e+01dB,-1.69557013618291e+02)
8.78122122122129e+02	(-2.96712247984562e+01dB,-1.69569046291842e+02)
8.79121121121128e+02	(-2.96909714455350e+01dB,-1.69581051232217e+02)
8.80120120120127e+02	(-2.97106956904569e+01dB,-1.69593028535789e+02)
8.81119119119126e+02	(-2.97303975839131e+01dB,-1.69604978298482e+02)
8.82118118118125e+02	(-2.97500771764237e+01dB,-1.69616900615777e+02)
8.83117117117125e+02	(-2.97697345183380e+01dB,-1.69628795582712e+02)
8.84116116116124e+02	(-2.97893696598356e+01dB,-1.69640663293886e+02)
8.85115115115123e+02	(-2.98089826509269e+01dB,-1.69652503843458e+02)
8.86114114114122e+02	(-2.98285735414540e+01dB,-1.69664317325155e+02)
8.87113113113121e+02	(-2.98481423810913e+01dB,-1.69676103832273e+02)
8.88112112112120e+02	(-2.98676892193463e+01dB,-1.69687863457674e+02)
8.89111111111119e+02	(-2.98872141055606e+01dB,-1.69699596293796e+02)
8.90110110110118e+02	(-2.99067170889105e+01dB,-1.69711302432652e+02)
8.91109109109117e+02	(-2.99261982184074e+01dB,-1.69722981965831e+02)
8.92108108108116e+02	(-2.99456575428988e+01dB,-1.69734634984505e+02)
8.93107107107115e+02	(-2.99650951110691e+01dB,-1.69746261579426e+02)
8.94106106106114e+02	(-2.99845109714405e+01dB,-1.69757861840933e+02)
8.95105105105113e+02	(-3.00039051723730e+01dB,-1.69769435858949e+02)
8.96104104104112e+02	(-3.00232777620660e+01dB,-1.69780983722991e+02)
8.97103103103111e+02	(-3.00426287885585e+01dB,-1.69792505522164e+02)
8.98102102102110e+02	(-3.00619582997295e+01dB,-1.69804001345171e+02)
8.99101101101109e+02	(-3.00812663432997e+01dB,-1.69815471280309e+02)
9.00100100100108e+02	(-3.01005529668313e+01dB,-1.69826915415475e+02)
9.01099099099107e+02	(-3.01198182177289e+01dB,-1.69838333838168e+02)
9.02098098098106e+02	(-3.01390621432406e+01dB,-1.69849726635488e+02)
9.03097097097105e+02	(-3.01582847904582e+01dB,-1.69861093894144e+02)
9.04096096096104e+02	(-3.01774862063179e+01dB,-1.69872435700451e+02)
9.05095095095103e+02	(-3.01966664376015e+01dB,-1.69883752140334e+02)
9.06094094094102e+02	(-3.02158255309366e+01dB,-1.69895043299332e+02)
9.07093093093101e+02	(-3.02349635327972e+01dB,-1.69906309262598e+02)
9.08092092092100e+02	(-3.02540804895047e+01dB,-1.69917550114900e+02)
9.09091091091099e+02	(-3.02731764472285e+01dB,-1.69928765940627e+02)
9.10090090090098e+02	(-3.02922514519867e+01dB,-1.69939956823790e+02)
9.11089089089097e+02	(-3.03113055496462e+01dB,-1.69951122848020e+02)
9.12088088088096e+02	(-3.03303387859243e+01dB,-1.69962264096577e+02)
9.13087087087095e+02	(-3.03493512063887e+01dB,-1.69973380652344e+02)
9.14086086086094e+02	(-3.03683428564581e+01dB,-1.69984472597839e+02)
9.15085085085093e+02	(-3.03873137814034e+01dB,-1.69995540015207e+02)
9.16084084084092e+02	(-3.04062640263477e+01dB,-1.70006582986229e+02)
9.17083083083091e+02	(-3.04251936362676e+01dB,-1.70017601592320e+02)
9.18082082082090e+02	(-3.04441026559930e+01dB,-1.70028595914536e+02)
9.19081081081089e+02	(-3.04629911302084e+01dB,-1.70039566033570e+02)
9.20080080080088e+02	(-3.04818591034536e+01dB,-1.70050512029756e+02)
9.21079079079087e+02	(-3.05007066201236e+01dB,-1.70061433983075e+02)
9.22078078078086e+02	(-3.05195337244700e+01dB,-1.70072331973151e+02)
9.23077077077085e+02	(-3.05383404606011e+01dB,-1.70083206079257e+02)
9.24076076076084e+02	(-3.05571268724828e+01dB,-1.70094056380315e+02)
9.25075075075083e+02	(-3.05758930039392e+01dB,-1.70104882954900e+02)
9.26074074074082e+02	(-3.05946388986529e+01dB,-1.70115685881238e+02)
9.27073073073081e+02	(-3.06133646001659e+01dB,-1.70126465237214e+02)
9.28072072072080e+02	(-3.06320701518803e+01dB,-1.70137221100366e+02)
9.29071071071079e+02	(-3.06507555970586e+01dB,-1.70147953547894e+02)
9.30070070070078e+02	(-3.06694209788243e+01dB,-1.70158662656660e+02)
9.31069069069077e+02	(-3.06880663401628e+01dB,-1.70169348503187e+02)
9.32068068068076e+02	(-3.07066917239219e+01dB,-1.70180011163663e+02)
9.33067067067075e+02	(-3.07252971728118e+01dB,-1.70190650713943e+02)
9.34066066066074e+02	(-3.07438827294068e+01dB,-1.70201267229551e+02)
9.35065065065073e+02	(-3.07624484361448e+01dB,-1.70211860785681e+02)
9.36064064064072e+02	(-3.07809943353287e+01dB,-1.70222431457199e+02)
9.37063063063071e+02	(-3.07995204691260e+01dB,-1.70232979318644e+02)
9.38062062062070e+02	(-3.08180268795707e+01dB,-1.70243504444233e+02)
9.39061061061069e+02	(-3.08365136085626e+01dB,-1.70254006907858e+02)
9.40060060060068e+02	(-3.08549806978686e+01dB,-1.70264486783092e+02)
9.41059059059067e+02	(-3.08734281891232e+01dB,-1.70274944143188e+02)
9.42058058058066e+02	(-3.08918561238286e+01dB,-1.70285379061082e+02)
9.43057057057065e+02	(-3.09102645433559e+01dB,-1.70295791609393e+02)
9.44056056056064e+02	(-3.09286534889450e+01dB,-1.70306181860429e+02)
9.45055055055063e+02	(-3.09470230017059e+01dB,-1.70316549886184e+02)
9.46054054054062e+02	(-3.09653731226184e+01dB,-1.70326895758340e+02)
9.47053053053061e+02	(-3.09837038925333e+01dB,-1.70337219548274e+02)
9.48052052052060e+02	(-3.10020153521728e+01dB,-1.70347521327054e+02)
9.49051051051059e+02	(-3.10203075421306e+01dB,-1.70357801165440e+02)
9.50050050050058e+02	(-3.10385805028733e+01dB,-1.70368059133892e+02)
9.51049049049057e+02	(-3.10568342747398e+01dB,-1.70378295302565e+02)
9.52048048048056e+02	(-3.10750688979430e+01dB,-1.70388509741316e+02)
9.53047047047055e+02	(-3.10932844125695e+01dB,-1.70398702519701e+02)
9.54046046046054e+02	(-3.11114808585805e+01dB,-1.70408873706979e+02)
9.55045045045053e+02	(-3.11296582758121e+01dB,-1.70419023372114e+02)
9.56044044044052e+02	(-3.11478167039759e+01dB,-1.70429151583774e+02)
9.57043043043052e+02	(-3.11659561826599e+01dB,-1.70439258410337e+02)
9.58042042042051e+02	(-3.11840767513284e+01dB,-1.70449343919888e+02)
9.59041041041050e+02	(-3.12021784493226e+01dB,-1.70459408180222e+02)
9.60040040040049e+02	(-3.12202613158619e+01dB,-1.70469451258849e+02)
9.61039039039048e+02	(-3.12383253900430e+01dB,-1.70479473222989e+02)
9.62038038038047e+02	(-3.12563707108419e+01dB,-1.70489474139580e+02)
9.63037037037046e+02	(-3.12743973171133e+01dB,-1.70499454075274e+02)
9.64036036036045e+02	(-3.12924052475916e+01dB,-1.70509413096442e+02)
9.65035035035044e+02	(-3.13103945408914e+01dB,-1.70519351269177e+02)
9.66034034034043e+02	(-3.13283652355076e+01dB,-1.70529268659290e+02)
9.67033033033042e+02	(-3.13463173698166e+01dB,-1.70539165332315e+02)
9.68032032032041e+02	(-3.13642509820759e+01dB,-1.70549041353511e+02)
9.69031031031040e+02	(-3.13821661104255e+01dB,-1.70558896787862e+02)
9.70030030030039e+02	(-3.14000627928876e+01dB,-1.70568731700079e+02)
9.71029029029038e+02	(-3.14179410673675e+01dB,-1.70578546154601e+02)
9.72028028028037e+02	(-3.14358009716542e+01dB,-1.70588340215598e+02)
9.73027027027036e+02	(-3.14536425434202e+01dB,-1.70598113946969e+02)
9.74026026026035e+02	(-3.14714658202231e+01dB,-1.70607867412348e+02)
9.75025025025034e+02	(-3.14892708395048e+01dB,-1.70617600675102e+02)
9.76024024024033e+02	(-3.15070576385929e+01dB,-1.70627313798332e+02)
9.77023023023032e+02	(-3.15248262547006e+01dB,-1.70637006844879e+02)
9.78022022022031e+02	(-3.15425767249280e+01dB,-1.70646679877318e+02)
9.79021021021030e+02	(-3.15603090862611e+01dB,-1.70656332957968e+02)
9.80020020020029e+02	(-3.15780233755739e+01dB,-1.70665966148886e+02)
9.81019019019028e+02	(-3.15957196296276e+01dB,-1.70675579511871e+02)
9.82018018018027e+02	(-3.16133978850719e+01dB,-1.70685173108468e+02)
9.83017017017026e+02	(-3.16310581784448e+01dB,-1.70694746999964e+02)
9.84016016016025e+02	(-3.16487005461735e+01dB,-1.70704301247394e+02)
9.85015015015024e+02	(-3.16663250245745e+01dB,-1.70713835911541e+02)
9.86014014014023e+02	(-3.16839316498545e+01dB,-1.70723351052936e+02)
9.87013013013022e+02	(-3.17015204581106e+01dB,-1.70732846731859e+02)
9.88012012012021e+02	(-3.17190914853304e+01dB,-1.70742323008345e+02)
9.89011011011020e+02	(-3.17366447673930e+01dB,-1.70751779942177e+02)
9.90010010010019e+02	(-3.17541803400692e+01dB,-1.70761217592895e+02)
9.91009009009018e+02	(-3.17716982390218e+01dB,-1.70770636019795e+02)
9.92008008008017e+02	(-3.17891984998064e+01dB,-1.70780035281927e+02)
9.93007007007016e+02	(-3.18066811578712e+01dB,-1.70789415438100e+02)
9.94006006006015e+02	(-3.18241462485583e+01dB,-1.70798776546883e+02)
9.95005005005014e+02	(-3.18415938071031e+01dB,-1.70808118666603e+02)
9.96004004004013e+02	(-3.18590238686360e+01dB,-1.70817441855351e+02)
9.97003003003012e+02	(-3.18764364681813e+01dB,-1.70826746170980e+02)
9.98002002002011e+02	(-3.18938316406588e+01dB,-1.70836031671105e+02)
9.99001001001010e+02	(-3.19112094208842e+01dB,-1.70845298413109e+02)
1.00000000000000e+03	(-3.19285698435680e+01dB,-1.70854546454139e+02)
